tweet,subtask_a,subtask_b,subtask_c,cleaned_tweet,stemmed_tweet,cleaned_s
@USER @USER Bwaaaaa!! Compared to who...Trump...bwaaaaaaa! Compared to that corrupt demented lunatic she is a godsend!!!,1,1,0,"['bwaaaaa', 'compared', 'whotrumpbwaaaaaaa', 'compared', 'corrupt', 'demented', 'lunatic', 'godsend']","['bwaaaaa', 'compar', 'whotrumpbwaaaaaaa', 'compar', 'corrupt', 'dement', 'lunat', 'godsend']",bwaaaaa compared whotrumpbwaaaaaaa compared corrupt demented lunatic godsend
@USER yes bitch 💖💓,1,1,0,"['yes', 'bitch']","['ye', 'bitch']",yes bitch
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER She is a pathological liar,1,1,0,"['pathological', 'liar']","['patholog', 'liar']",pathological liar
@USER @USER @USER Lil girl we having an adult conversation so take your thin ass on somewhere ya dig,1,1,0,"['lil', 'girl', 'adult', 'conversation', 'take', 'thin', 'ass', 'somewhere', 'ya', 'dig']","['lil', 'girl', 'adult', 'convers', 'take', 'thin', 'ass', 'somewher', 'ya', 'dig']",lil girl adult conversation take thin ass somewhere ya dig
@USER @USER Agreed! It’s not gun control they want - it’s people control. Without guns we are helpless and they know it! Our founders knew this too  - #2A,1,1,2,"['agreed', 'gun', 'control', 'want', 'people', 'control', 'without', 'guns', 'helpless', 'know', 'founders', 'knew']","['agre', 'gun', 'control', 'want', 'peopl', 'control', 'without', 'gun', 'helpless', 'know', 'founder', 'knew']",agreed gun control want people control without guns helpless know founders knew
@USER I hope the fuck not,1,1,0,"['hope', 'fuck']","['hope', 'fuck']",hope fuck
@USER It’s in my fuckbucket,1,1,0,['fuckbucket'],['fuckbucket'],fuckbucket
@USER @USER This is purely a move to block a nomination. Liberals said early on they would not vote for him. This made up story is a slap in the face to all who were really sexually harassed. It shows liberals really don’t care about any true victims. Power first.,1,1,2,"['purely', 'move', 'block', 'nomination', 'liberals', 'said', 'early', 'would', 'vote', 'made', 'story', 'slap', 'face', 'really', 'sexually', 'harassed', 'shows', 'liberals', 'really', 'dont', 'care', 'true', 'victims', 'power', 'first']","['pure', 'move', 'block', 'nomin', 'liber', 'said', 'earli', 'would', 'vote', 'made', 'stori', 'slap', 'face', 'realli', 'sexual', 'harass', 'show', 'liber', 'realli', 'dont', 'care', 'true', 'victim', 'power', 'first']",purely move block nomination liberals said early would vote made story slap face really sexually harassed shows liberals really dont care true victims power first
@USER Could have been you if you didn’t stop taking Molly and shit! Glad you changed and are still around. Absolutely sucks max passed. Such an amazing artist! Rip Mac.,1,1,0,"['could', 'didnt', 'stop', 'taking', 'molly', 'shit', 'glad', 'changed', 'still', 'around', 'absolutely', 'sucks', 'max', 'passed', 'amazing', 'artist', 'rip', 'mac']","['could', 'didnt', 'stop', 'take', 'molli', 'shit', 'glad', 'chang', 'still', 'around', 'absolut', 'suck', 'max', 'pass', 'amaz', 'artist', 'rip', 'mac']",could didnt stop taking molly shit glad changed still around absolutely sucks max passed amazing artist rip mac
@USER @USER Mmm you are so hot,1,1,0,"['mmm', 'hot']","['mmm', 'hot']",mmm hot
@USER It’s not a right mind. If it were they wouldn’t be conservatives.,1,1,0,"['right', 'mind', 'wouldnt', 'conservatives']","['right', 'mind', 'wouldnt', 'conserv']",right mind wouldnt conservatives
@USER Damn I felt this shit. Why you so loud lol,1,1,2,"['damn', 'felt', 'shit', 'loud', 'lol']","['damn', 'felt', 'shit', 'loud', 'lol']",damn felt shit loud lol
@USER @USER @USER Again for the hard of hearing: An AR15 is an INANIMATE object. An AR15 is not INHERENTLY evil. Gun control DOESN'T decrease gun violence. Armed citizens are LESS LIKELY to become victims of mass shootings. The Holocaust was not prevented by BANNING ovens.,1,1,1,"['hard', 'hearing', 'inanimate', 'object', 'inherently', 'evil', 'gun', 'control', 'decrease', 'gun', 'violence', 'armed', 'citizens', 'less', 'likely', 'become', 'victims', 'mass', 'shootings', 'holocaust', 'prevented', 'banning', 'ovens']","['hard', 'hear', 'inanim', 'object', 'inher', 'evil', 'gun', 'control', 'decreas', 'gun', 'violenc', 'arm', 'citizen', 'less', 'like', 'becom', 'victim', 'mass', 'shoot', 'holocaust', 'prevent', 'ban', 'oven']",hard hearing inanimate object inherently evil gun control decrease gun violence armed citizens less likely become victims mass shootings holocaust prevented banning ovens
@USER Another terrorist brought in by obumer!,1,1,0,"['another', 'terrorist', 'brought', 'obumer']","['anoth', 'terrorist', 'brought', 'obum']",another terrorist brought obumer
@USER @USER that's hilarious.... let those #PuertoRicans legalize pot so they can forget about their problems after #HurricaneMaria...🇺🇸💵😏🤣  #ThursdayThoughts #ThursdayMotivation #resistance #resist #MAGA #Military #veterans #TCOT #ThisIsAmerica URL,1,1,2,"['hilarious', 'let', 'puertoricans', 'legalize', 'pot', 'forget', 'problems', 'hurricanemaria', 'thursdaythoughts', 'thursdaymotivation', 'resistance', 'resist', 'maga', 'military', 'veterans', 'tcot', 'thisisamerica']","['hilari', 'let', 'puertorican', 'legal', 'pot', 'forget', 'problem', 'hurricanemaria', 'thursdaythought', 'thursdaymotiv', 'resist', 'resist', 'maga', 'militari', 'veteran', 'tcot', 'thisisamerica']",hilarious let puertoricans legalize pot forget problems hurricanemaria thursdaythoughts thursdaymotivation resistance resist maga military veterans tcot thisisamerica
Open borders will bring this to America! Dems are brainless! Vote red like your life depends on it because it does! #KAG #MAGA URL,1,1,1,"['open', 'borders', 'bring', 'america', 'dems', 'brainless', 'vote', 'red', 'like', 'life', 'depends', 'kag', 'maga']","['open', 'border', 'bring', 'america', 'dem', 'brainless', 'vote', 'red', 'like', 'life', 'depend', 'kag', 'maga']",open borders bring america dems brainless vote red like life depends kag maga
@USER Another illegal,1,1,0,"['another', 'illegal']","['anoth', 'illeg']",another illegal
@USER @USER @USER @USER have become the party of “the Sky is falling” and “we are all going to die”.  What a sad bunch.,1,1,1,"['become', 'party', 'sky', 'falling', 'going', 'die', 'sad', 'bunch']","['becom', 'parti', 'sky', 'fall', 'go', 'die', 'sad', 'bunch']",become party sky falling going die sad bunch
@USER @USER @USER @USER @USER @USER The Q is a photoshop.  QAnon is for real though.  Silly liberals tricks are for kids!,1,1,1,"['q', 'photoshop', 'qanon', 'real', 'though', 'silly', 'liberals', 'tricks', 'kids']","['q', 'photoshop', 'qanon', 'real', 'though', 'silli', 'liber', 'trick', 'kid']",q photoshop qanon real though silly liberals tricks kids
@USER @USER Yes you are. you’re just too blind to realize it,1,1,0,"['yes', 'blind', 'realize']","['ye', 'blind', 'realiz']",yes blind realize
@USER DJT2- You have to remember his daughter is married to am Iranian and so he defends them at all costs. He is a coward and a disgrace. Thank GOD for your Dad or we would all be in a World of hurt!,1,1,0,"['remember', 'daughter', 'married', 'iranian', 'defends', 'costs', 'coward', 'disgrace', 'thank', 'god', 'dad', 'would', 'world', 'hurt']","['rememb', 'daughter', 'marri', 'iranian', 'defend', 'cost', 'coward', 'disgrac', 'thank', 'god', 'dad', 'would', 'world', 'hurt']",remember daughter married iranian defends costs coward disgrace thank god dad would world hurt
@USER yeah it start with her being a blogger and all but somehow it turned into a murder fan fiction,1,0,-1,"['yeah', 'start', 'blogger', 'somehow', 'turned', 'murder', 'fan', 'fiction']","['yeah', 'start', 'blogger', 'somehow', 'turn', 'murder', 'fan', 'fiction']",yeah start blogger somehow turned murder fan fiction
@USER @USER I love women like you. We believe all women. Excluding one woman. Soon-Yi is 48 years old. She is an adult. But such a reaction is very significant. It means hypocrisy.,1,1,1,"['love', 'women', 'like', 'believe', 'women', 'excluding', 'one', 'woman', 'soonyi', 'years', 'old', 'adult', 'reaction', 'significant', 'means', 'hypocrisy']","['love', 'women', 'like', 'believ', 'women', 'exclud', 'one', 'woman', 'soonyi', 'year', 'old', 'adult', 'reaction', 'signific', 'mean', 'hypocrisi']",love women like believe women excluding one woman soonyi years old adult reaction significant means hypocrisy
@USER Ya know how many ppl have pot in their homes?! So fukn what? The cops are trying to get their buddy off! She is a murderer!,1,1,0,"['ya', 'know', 'many', 'ppl', 'pot', 'homes', 'fukn', 'cops', 'trying', 'get', 'buddy', 'murderer']","['ya', 'know', 'mani', 'ppl', 'pot', 'home', 'fukn', 'cop', 'tri', 'get', 'buddi', 'murder']",ya know many ppl pot homes fukn cops trying get buddy murderer
@USER On no not roaming charges! Good charge all these foreign fuckers when they come here!,1,1,1,"['roaming', 'charges', 'good', 'charge', 'foreign', 'fuckers', 'come']","['roam', 'charg', 'good', 'charg', 'foreign', 'fucker', 'come']",roaming charges good charge foreign fuckers come
@USER You are so right on this issue and Democrats have been lying to the American people for to long lately it seems like there all going crazy in the head lol,1,1,1,"['right', 'issue', 'democrats', 'lying', 'american', 'people', 'long', 'lately', 'seems', 'like', 'going', 'crazy', 'head', 'lol']","['right', 'issu', 'democrat', 'lie', 'american', 'peopl', 'long', 'late', 'seem', 'like', 'go', 'crazi', 'head', 'lol']",right issue democrats lying american people long lately seems like going crazy head lol
.@USER @USER @USER @USER @USER @USER @USER @USER   And Liberals think GUNS are the problem? URL,1,1,1,"['liberals', 'think', 'guns', 'problem']","['liber', 'think', 'gun', 'problem']",liberals think guns problem
"@USER @USER @USER @USER @USER You are so full of shit. A.)  Violent crime is down &amp; has been on the decline for decades B.) Where gun crime is a problem, it is a state &amp; local problem &amp; no so called common sense"" gun control law passed at the federal level will fix it. You are clueless about this problem.""",1,0,-1,"['full', 'shit', 'violent', 'crime', 'amp', 'decline', 'decades', 'b', 'gun', 'crime', 'problem', 'state', 'amp', 'local', 'problem', 'amp', 'called', 'common', 'sense', 'gun', 'control', 'law', 'passed', 'federal', 'level', 'fix', 'clueless', 'problem']","['full', 'shit', 'violent', 'crime', 'amp', 'declin', 'decad', 'b', 'gun', 'crime', 'problem', 'state', 'amp', 'local', 'problem', 'amp', 'call', 'common', 'sens', 'gun', 'control', 'law', 'pass', 'feder', 'level', 'fix', 'clueless', 'problem']",full shit violent crime amp decline decades b gun crime problem state amp local problem amp called common sense gun control law passed federal level fix clueless problem
@USER @USER I'm not in uncomefortbul miss Williams is a great actor or she thinks she is miss Williams is out of order in what she said to the ref rules apply even to miss Williams but your turning it in to o as a women don't this bone that miss Williams is out of order that's a stone wall,1,1,0,"['uncomefortbul', 'miss', 'williams', 'great', 'actor', 'thinks', 'miss', 'williams', 'order', 'said', 'ref', 'rules', 'apply', 'even', 'miss', 'williams', 'turning', 'women', 'bone', 'miss', 'williams', 'order', 'stone', 'wall']","['uncomefortbul', 'miss', 'william', 'great', 'actor', 'think', 'miss', 'william', 'order', 'said', 'ref', 'rule', 'appli', 'even', 'miss', 'william', 'turn', 'women', 'bone', 'miss', 'william', 'order', 'stone', 'wall']",uncomefortbul miss williams great actor thinks miss williams order said ref rules apply even miss williams turning women bone miss williams order stone wall
@USER @USER Racist all she is. My god less then 10% of population and cry 😿 more then other 90 put together. Trump doing a great job just cause he got white skin ya don't need hate on him over and over and over,1,0,-1,"['racist', 'god', 'less', 'population', 'cry', 'put', 'together', 'trump', 'great', 'job', 'cause', 'got', 'white', 'skin', 'ya', 'need', 'hate']","['racist', 'god', 'less', 'popul', 'cri', 'put', 'togeth', 'trump', 'great', 'job', 'caus', 'got', 'white', 'skin', 'ya', 'need', 'hate']",racist god less population cry put together trump great job cause got white skin ya need hate
@USER @USER Actually it’s liberals like Waters and antifa who promote violence,1,1,0,"['actually', 'liberals', 'like', 'waters', 'antifa', 'promote', 'violence']","['actual', 'liber', 'like', 'water', 'antifa', 'promot', 'violenc']",actually liberals like waters antifa promote violence
@USER @USER Reading these comments..this dear boy was burned alive!!!! And some are still talking about gun control! My gosh people!,1,1,2,"['reading', 'commentsthis', 'dear', 'boy', 'burned', 'alive', 'still', 'talking', 'gun', 'control', 'gosh', 'people']","['read', 'commentsthi', 'dear', 'boy', 'burn', 'aliv', 'still', 'talk', 'gun', 'control', 'gosh', 'peopl']",reading commentsthis dear boy burned alive still talking gun control gosh people
"@USER @USER majority of DACA from 3rd world countries are communists~activists-Antifa-Ofa&amp; 1 INCOMPATIBLES w/USculture&amp;2Felons by criminal violence&amp;participation in cult includes kill potus45""&amp;""destroySovereignUSA-USConstnDem'y+ replace w/marxist 4thReichNWO tyranny=TREASON""",1,0,-1,"['majority', 'daca', 'world', 'countries', 'communistsactivistsantifaofaamp', 'incompatibles', 'criminal', 'violenceampparticipation', 'cult', 'includes', 'kill', 'replace', 'wmarxist', 'tyrannytreason']","['major', 'daca', 'world', 'countri', 'communistsactivistsantifaofaamp', 'incompat', 'crimin', 'violenceampparticip', 'cult', 'includ', 'kill', 'replac', 'wmarxist', 'tyrannytreason']",majority daca world countries communistsactivistsantifaofaamp incompatibles criminal violenceampparticipation cult includes kill replace wmarxist tyrannytreason
"20 Crazy Things Liberals Blame Trump For""  URL #TCOT #MAGA #RedNationRising""",1,1,1,"['crazy', 'things', 'liberals', 'blame', 'trump', 'tcot', 'maga', 'rednationrising']","['crazi', 'thing', 'liber', 'blame', 'trump', 'tcot', 'maga', 'rednationris']",crazy things liberals blame trump tcot maga rednationrising
@USER vs Antifa. I know who my money’s on. But seriously this is such a stupid thing to do. URL,1,1,2,"['vs', 'antifa', 'know', 'moneys', 'seriously', 'stupid', 'thing']","['vs', 'antifa', 'know', 'money', 'serious', 'stupid', 'thing']",vs antifa know moneys seriously stupid thing
@USER @USER @USER I suggest that you get worser jobs as you are just what they don’t want. you might of even been in the same office. You might of been arguing with yourself. your just both gay,1,1,0,"['suggest', 'get', 'worser', 'jobs', 'dont', 'want', 'might', 'even', 'office', 'might', 'arguing', 'gay']","['suggest', 'get', 'worser', 'job', 'dont', 'want', 'might', 'even', 'offic', 'might', 'argu', 'gay']",suggest get worser jobs dont want might even office might arguing gay
@USER @USER He ran and hid after posting an ad about illegal border crossers. As soon as CBC started their shouting racist. It’s not racist and instead of standing up for what he believes he bailed. The conservatives shouldn’t have picked him,1,1,1,"['ran', 'hid', 'posting', 'ad', 'illegal', 'border', 'crossers', 'soon', 'cbc', 'started', 'shouting', 'racist', 'racist', 'instead', 'standing', 'believes', 'bailed', 'conservatives', 'shouldnt', 'picked']","['ran', 'hid', 'post', 'ad', 'illeg', 'border', 'crosser', 'soon', 'cbc', 'start', 'shout', 'racist', 'racist', 'instead', 'stand', 'believ', 'bail', 'conserv', 'shouldnt', 'pick']",ran hid posting ad illegal border crossers soon cbc started shouting racist racist instead standing believes bailed conservatives shouldnt picked
"@USER Don't forget Antifa""...and ""ACORN""...And that terrorist that Obama ""palled (??) around with!  Hahahahahha...do you listen to your own malarkey?""",1,1,0,"['forget', 'antifaand', 'acornand', 'terrorist', 'obama', 'palled', 'around', 'hahahahahhado', 'listen', 'malarkey']","['forget', 'antifaand', 'acornand', 'terrorist', 'obama', 'pall', 'around', 'hahahahahhado', 'listen', 'malarkey']",forget antifaand acornand terrorist obama palled around hahahahahhado listen malarkey
@USER But the Frogs said it wasn't a  Muzzie terriorist attack.,1,1,0,"['frogs', 'said', 'muzzie', 'terriorist', 'attack']","['frog', 'said', 'muzzi', 'terriorist', 'attack']",frogs said muzzie terriorist attack
@USER Can you imagine being married to that crazy b#tch? Good God!,1,1,0,"['imagine', 'married', 'crazy', 'btch', 'good', 'god']","['imagin', 'marri', 'crazi', 'btch', 'good', 'god']",imagine married crazy btch good god
@USER @USER liberals have to go in 2019 as they are so over their heads Poor leader and even poorer advisors,1,1,0,"['liberals', 'go', 'heads', 'poor', 'leader', 'even', 'poorer', 'advisors']","['liber', 'go', 'head', 'poor', 'leader', 'even', 'poorer', 'advisor']",liberals go heads poor leader even poorer advisors
"@USER The term parasite"" has now been added to my list of ""fuck you"" terms, which also includes the term ""widget"".""",1,1,0,"['term', 'parasite', 'added', 'list', 'fuck', 'terms', 'also', 'includes', 'term', 'widget']","['term', 'parasit', 'ad', 'list', 'fuck', 'term', 'also', 'includ', 'term', 'widget']",term parasite added list fuck terms also includes term widget
@USER @USER Choosing heartless politician over your ancestors country.  Speaks volumes as to who you are.,1,0,-1,"['choosing', 'heartless', 'politician', 'ancestors', 'country', 'speaks', 'volumes']","['choos', 'heartless', 'politician', 'ancestor', 'countri', 'speak', 'volum']",choosing heartless politician ancestors country speaks volumes
@USER @USER The right has the unique ability to create monsters out of thin air. It Legislation was even created to fight the phantom menance of antifa--currently in committee.  URL,1,1,0,"['right', 'unique', 'ability', 'create', 'monsters', 'thin', 'air', 'legislation', 'even', 'created', 'fight', 'phantom', 'menance', 'antifacurrently', 'committee']","['right', 'uniqu', 'abil', 'creat', 'monster', 'thin', 'air', 'legisl', 'even', 'creat', 'fight', 'phantom', 'menanc', 'antifacurr', 'committe']",right unique ability create monsters thin air legislation even created fight phantom menance antifacurrently committee
"#EndPC: Teaching guide for #Portland public schools celebrates Islam, communists, terrorists, #abortion; promotes #GunControl &amp; transgenders""~&gt; URL  #EndCulturalMarxism""",1,1,2,"['endpc', 'teaching', 'guide', 'portland', 'public', 'schools', 'celebrates', 'islam', 'communists', 'terrorists', 'abortion', 'promotes', 'guncontrol', 'amp', 'transgendersgt', 'endculturalmarxism']","['endpc', 'teach', 'guid', 'portland', 'public', 'school', 'celebr', 'islam', 'communist', 'terrorist', 'abort', 'promot', 'guncontrol', 'amp', 'transgendersgt', 'endculturalmarx']",endpc teaching guide portland public schools celebrates islam communists terrorists abortion promotes guncontrol amp transgendersgt endculturalmarxism
@USER Go out like Seinfeld and cancel the series while it's hot! Jk don't you fucking dare. This better have a 50 issue plan.,1,0,-1,"['go', 'like', 'seinfeld', 'cancel', 'series', 'hot', 'jk', 'fucking', 'dare', 'better', 'issue', 'plan']","['go', 'like', 'seinfeld', 'cancel', 'seri', 'hot', 'jk', 'fuck', 'dare', 'better', 'issu', 'plan']",go like seinfeld cancel series hot jk fucking dare better issue plan
@USER If you are looking for hard heads you only have to look at the Republican Congress,1,1,2,"['looking', 'hard', 'heads', 'look', 'republican', 'congress']","['look', 'hard', 'head', 'look', 'republican', 'congress']",looking hard heads look republican congress
@USER @USER Really a sickening issue. Liberals are vicious!!!,1,1,1,"['really', 'sickening', 'issue', 'liberals', 'vicious']","['realli', 'sicken', 'issu', 'liber', 'viciou']",really sickening issue liberals vicious
@USER call me a dog cause DAM... I got a bone for you nigga 😘,1,1,0,"['call', 'dog', 'cause', 'dam', 'got', 'bone', 'nigga']","['call', 'dog', 'caus', 'dam', 'got', 'bone', 'nigga']",call dog cause dam got bone nigga
@USER Kavanaugh needs to stop lying... I believe this woman's account is credible and he is not going to be able to dodge it.,1,1,0,"['kavanaugh', 'needs', 'stop', 'lying', 'believe', 'womans', 'account', 'credible', 'going', 'able', 'dodge']","['kavanaugh', 'need', 'stop', 'lie', 'believ', 'woman', 'account', 'credibl', 'go', 'abl', 'dodg']",kavanaugh needs stop lying believe womans account credible going able dodge
@USER @USER @USER You two are nothing but attention seeking whores. Start talking about real issues such as racial injustice sensible gun control prison reform and other issues that important,1,1,0,"['two', 'nothing', 'attention', 'seeking', 'whores', 'start', 'talking', 'real', 'issues', 'racial', 'injustice', 'sensible', 'gun', 'control', 'prison', 'reform', 'issues', 'important']","['two', 'noth', 'attent', 'seek', 'whore', 'start', 'talk', 'real', 'issu', 'racial', 'injustic', 'sensibl', 'gun', 'control', 'prison', 'reform', 'issu', 'import']",two nothing attention seeking whores start talking real issues racial injustice sensible gun control prison reform issues important
@USER And they say Russia is the hackers.. Hmmm...,1,1,1,"['say', 'russia', 'hackers', 'hmmm']","['say', 'russia', 'hacker', 'hmmm']",say russia hackers hmmm
"&lt;God's chosen leader"" my ass!  Fuck Christian conservatives!!!&gt; Baptist pastor Brian Kaylor claims Sarah Huckabee Sanders lies to defend “God’s chosen leader” URL",1,1,1,"['ltgods', 'chosen', 'leader', 'ass', 'fuck', 'christian', 'conservativesgt', 'baptist', 'pastor', 'brian', 'kaylor', 'claims', 'sarah', 'huckabee', 'sanders', 'lies', 'defend', 'gods', 'chosen', 'leader']","['ltgod', 'chosen', 'leader', 'ass', 'fuck', 'christian', 'conservativesgt', 'baptist', 'pastor', 'brian', 'kaylor', 'claim', 'sarah', 'huckabe', 'sander', 'lie', 'defend', 'god', 'chosen', 'leader']",ltgods chosen leader ass fuck christian conservativesgt baptist pastor brian kaylor claims sarah huckabee sanders lies defend gods chosen leader
@USER @USER @USER @USER She is a wannabe Hilary Clinton.. Can’t stand that woman and anything that the NDP stands for. I believe that they are even more dangerous than the liberals!,1,1,0,"['wannabe', 'hilary', 'clinton', 'cant', 'stand', 'woman', 'anything', 'ndp', 'stands', 'believe', 'even', 'dangerous', 'liberals']","['wannab', 'hilari', 'clinton', 'cant', 'stand', 'woman', 'anyth', 'ndp', 'stand', 'believ', 'even', 'danger', 'liber']",wannabe hilary clinton cant stand woman anything ndp stands believe even dangerous liberals
@USER U a bad bitch now lol,1,1,0,"['u', 'bad', 'bitch', 'lol']","['u', 'bad', 'bitch', 'lol']",u bad bitch lol
@USER @USER @USER @USER Yeah bitch we put him back in and beat your sorry asses the bears SUCK!! BLEW A 20-0 LEAD LMAOOOO,1,1,0,"['yeah', 'bitch', 'put', 'back', 'beat', 'sorry', 'asses', 'bears', 'suck', 'blew', 'lead', 'lmaoooo']","['yeah', 'bitch', 'put', 'back', 'beat', 'sorri', 'ass', 'bear', 'suck', 'blew', 'lead', 'lmaoooo']",yeah bitch put back beat sorry asses bears suck blew lead lmaoooo
@USER What's doing detriment to this state (and country) is Republicans who refuse to govern as the conservatives they campaign to be. McDaniel may have some flaws (who doesn't) but he's the kind of fighter we need. Some of us are sick of the losers the GOP keeps giving us.,1,1,1,"['detriment', 'state', 'country', 'republicans', 'refuse', 'govern', 'conservatives', 'campaign', 'mcdaniel', 'may', 'flaws', 'kind', 'fighter', 'need', 'us', 'sick', 'losers', 'gop', 'keeps', 'giving', 'us']","['detriment', 'state', 'countri', 'republican', 'refus', 'govern', 'conserv', 'campaign', 'mcdaniel', 'may', 'flaw', 'kind', 'fighter', 'need', 'us', 'sick', 'loser', 'gop', 'keep', 'give', 'us']",detriment state country republicans refuse govern conservatives campaign mcdaniel may flaws kind fighter need us sick losers gop keeps giving us
@USER @USER Picked the fuck up,1,1,0,"['picked', 'fuck']","['pick', 'fuck']",picked fuck
@USER @USER Trump has no interest in caring the safety of the country.  He doesn’t care about gun control.  So far with all the shooting in the country.  He doesn’t care... he is a selfish person.  Everything is about him,1,1,0,"['trump', 'interest', 'caring', 'safety', 'country', 'doesnt', 'care', 'gun', 'control', 'far', 'shooting', 'country', 'doesnt', 'care', 'selfish', 'person', 'everything']","['trump', 'interest', 'care', 'safeti', 'countri', 'doesnt', 'care', 'gun', 'control', 'far', 'shoot', 'countri', 'doesnt', 'care', 'selfish', 'person', 'everyth']",trump interest caring safety country doesnt care gun control far shooting country doesnt care selfish person everything
@USER Liberals that think the world owes them a living.,1,1,2,"['liberals', 'think', 'world', 'owes', 'living']","['liber', 'think', 'world', 'owe', 'live']",liberals think world owes living
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I dont think so..it would mean he is in trouble.  Dont wish that on anyone.  Isn't that where the Cumm Inn is at?,1,0,-1,"['think', 'soit', 'would', 'mean', 'trouble', 'wish', 'anyone', 'cumm', 'inn']","['think', 'soit', 'would', 'mean', 'troubl', 'wish', 'anyon', 'cumm', 'inn']",think soit would mean trouble wish anyone cumm inn
"@USER @USER @USER @USER Believe all women, even those who can't even offer any specific details."" ""These other women are liars!"" I know liberals are hypocrites, but try to stay consistent through at least one event.""",1,1,1,"['believe', 'women', 'even', 'even', 'offer', 'specific', 'details', 'women', 'liars', 'know', 'liberals', 'hypocrites', 'try', 'stay', 'consistent', 'least', 'one', 'event']","['believ', 'women', 'even', 'even', 'offer', 'specif', 'detail', 'women', 'liar', 'know', 'liber', 'hypocrit', 'tri', 'stay', 'consist', 'least', 'one', 'event']",believe women even even offer specific details women liars know liberals hypocrites try stay consistent least one event
@USER That’s one way to look at it. The other is that the charge is bullshit for almost everyone.,1,1,1,"['thats', 'one', 'way', 'look', 'charge', 'bullshit', 'almost', 'everyone']","['that', 'one', 'way', 'look', 'charg', 'bullshit', 'almost', 'everyon']",thats one way look charge bullshit almost everyone
@USER @USER As I’m watching it Bentley kept looking at me 😂 he being crate trained again so we good for now. He only allowed out to eat pee and shit and occasionally play time 😂😂🤷🏾‍♀️,1,1,0,"['im', 'watching', 'bentley', 'kept', 'looking', 'crate', 'trained', 'good', 'allowed', 'eat', 'pee', 'shit', 'occasionally', 'play', 'time']","['im', 'watch', 'bentley', 'kept', 'look', 'crate', 'train', 'good', 'allow', 'eat', 'pee', 'shit', 'occasion', 'play', 'time']",im watching bentley kept looking crate trained good allowed eat pee shit occasionally play time
@USER You liberals... smh...tweeting stupid shit!  Trump order elimination of isis (Obama didn’t)....People! ..think about how people R not murder now (saved)  because we hav killed of isis,1,1,1,"['liberals', 'smhtweeting', 'stupid', 'shit', 'trump', 'order', 'elimination', 'isis', 'obama', 'didntpeople', 'think', 'people', 'r', 'murder', 'saved', 'hav', 'killed', 'isis']","['liber', 'smhtweet', 'stupid', 'shit', 'trump', 'order', 'elimin', 'isi', 'obama', 'didntpeopl', 'think', 'peopl', 'r', 'murder', 'save', 'hav', 'kill', 'isi']",liberals smhtweeting stupid shit trump order elimination isis obama didntpeople think people r murder saved hav killed isis
@USER @USER You will be voted out all together You crazy bat...,1,1,0,"['voted', 'together', 'crazy', 'bat']","['vote', 'togeth', 'crazi', 'bat']",voted together crazy bat
@USER @USER False.  Your intrusion on the constitutional rights of honest Americans did NOTHING to curb violent crime.  Gun control = violence against the law-abiding citizen.,1,1,2,"['false', 'intrusion', 'constitutional', 'rights', 'honest', 'americans', 'nothing', 'curb', 'violent', 'crime', 'gun', 'control', 'violence', 'lawabiding', 'citizen']","['fals', 'intrus', 'constitut', 'right', 'honest', 'american', 'noth', 'curb', 'violent', 'crime', 'gun', 'control', 'violenc', 'lawabid', 'citizen']",false intrusion constitutional rights honest americans nothing curb violent crime gun control violence lawabiding citizen
@USER @USER He is one who should Not own a gun-Such a lost soul—All he Needs is  Jesus Christ ✝️,1,1,0,"['one', 'gunsuch', 'lost', 'soulall', 'needs', 'jesus', 'christ']","['one', 'gunsuch', 'lost', 'soulal', 'need', 'jesu', 'christ']",one gunsuch lost soulall needs jesus christ
@USER Nigga we’re going next week,1,1,2,"['nigga', 'going', 'next', 'week']","['nigga', 'go', 'next', 'week']",nigga going next week
@USER Was Al Gore nominated for Supreme Court judge? You conservatives have some nerve.,1,1,0,"['al', 'gore', 'nominated', 'supreme', 'court', 'judge', 'conservatives', 'nerve']","['al', 'gore', 'nomin', 'suprem', 'court', 'judg', 'conserv', 'nerv']",al gore nominated supreme court judge conservatives nerve
@USER @USER This fluffy bastard. URL,1,1,0,"['fluffy', 'bastard']","['fluffi', 'bastard']",fluffy bastard
@USER @USER @USER @USER Now Comes The Pain...........  #MAGA🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸  #WWG1WGA URL,1,1,2,"['comes', 'pain', 'maga']","['come', 'pain', 'maga']",comes pain maga
@USER You are awful.,1,1,0,['awful'],['aw'],awful
@USER @USER @USER ...unless you are good with an accused rapist sitting on the highest bench in the land. I'm sure your female constituents would love to hear you explain that away...,1,1,0,"['unless', 'good', 'accused', 'rapist', 'sitting', 'highest', 'bench', 'land', 'sure', 'female', 'constituents', 'would', 'love', 'hear', 'explain', 'away']","['unless', 'good', 'accus', 'rapist', 'sit', 'highest', 'bench', 'land', 'sure', 'femal', 'constitu', 'would', 'love', 'hear', 'explain', 'away']",unless good accused rapist sitting highest bench land sure female constituents would love hear explain away
