sentence	label
reallywell hold let go comment girls photo boobs hangin	1
obvious clean inside cup see skin color bc projecting onto others many live lives seeing color many us mixed families fit bs conclusion	0
antifa upset w prof blasford antifa group harrasses amp threatens people homes	1
brutal hopefully sells team	1
also yes	0
sharper retirement	0
well people dregs society presidents supporters least try stage coup detat qanons greatawakeningworldwide joebiden maga	1
literally literally crazy person	1
pretending dementia libs maga	1
awesome video alex jones invading capitol hill watch tells mainstream media fakenews wednesdaywisdom maga trump vaxxed readthebook cdcwhistleblower vaccineholocaust	0
believe winded nights guess	0
long take one biggest arseholes appear millennium get humiliated exposed corrupt fake lying toad	1
guy whoops late guy unfollowed	0
trade	0
would trust mark dobson sorry lot running use term loosley fine city stop behaving like petulant year old start elected	0
dick damn didnt know bhadbhabie actually bhadtranny	1
disgusting rangers fan disgusting support breaking union proudtobebritish	1
paranoid one person think fucking yale kind antifa hq	1
god damn right going wrong stuff	0
long live satire cut truth way may well call day	0
security specialist deflected conservatives know take	0
cute get away	0
dude listen igl much mure calling prepwork everything yeah niko called one game one map like mibr cold n fallen important player roster superstars team works karrigan	0
football american sport brings families communities together also celebrates masculinity seems things attack today	0
way woman threatened move house conservatives republicans	0
shes dead ass serious smdh	0
let give something wife p cum join live x	0
tell us really feel america bill maher maga votered	0
lying kavanaugh victim smear character assassination	0
zimmerman belongs prison killing travon martin florida needs change gun control laws	1
security paid protect trash crazy people	1
think collins maybe seen light given threats liberals lately	0
liberals saying republicans separating country color hypocrites	1
fucked night	1
liberal dictionary illegal immigrants dreamers trump supporters deplorable killers human beings human beings womb human beings antifa protestors law abiding nra members terrorists bill clinton feminist brett kavanaugh predator	1
beautiful person	0
sure wast thinking	0
bill consider democrats americans constitution mean anything uncultured uneducated violent like antifa already declared judge kavanaugh guilty rape	0
wonder liberals realize much jihadis despise probably	0
lmaooo fucking love see hotties soon xox	1
solution gun control chief	0
thanks keeping us thought kind fans know cool cat gon na drag many great thing fans life	0
dude go straight point trying say iggy bigger em bc younger	0
settled never see jury never know truth maybe grabbed first swapping spit really stupid grab either way doubt ever know complete truth	1
several western liberals happy national focus saudi	0
matter vote forits left pushes gun control yet portrays black men music vids violent gun usersstfu lmao sleeping fools	1
go antifa ppl like friggen milo buy conservatives like medicare blackout going millennials antifa protests	1
joebiden calls trump supporters dregs society biden organized coup ukraine son steals b ukrainian people leave country search jobs maga potus zog	1
seen people beautiful mention original art last eyes followers get buried halfassed bullshit pals someone popular	1
companies used remove execs emotionally disturbed ed exec trusted leader people guess longer	0
asshole	1
films bale got sucky went along saying batman begins better dark knight dark knight rises comment makes sense therefore invalid	0
becausecolor really think goofy saying blondes think like blondes ft people think like ft people black americans stand manipulations trump said lets talk w whites never	0
burn nike gear everyone know done buying nike oops conservatives ones buying nike r ones making money theres way way us nike	0
talking climate change abortion legalizing cannabis private prisons wall street fraud trumps lies gun control white supremacy solar panels electric cars wind turbines clean energy evolution age earth meaning word yom	0
millionaire trust fine	0
battling feel	0
black lives matter antifa	0
trump go ive got one word antifa	0
god help us	0
dont mess niggas marcy projects george zimmerman gon na get lit	1
like gazelle fleeing antifa mob	0
conservatives want appointed	0
frustration began subside felt hand upon tone within voice soothing sometime someone need one important center piece	0
dalit muslim need remember	1
knew conservatives would destroy world shed hoped remain anonymous	0
good morning followed back let us give crazy liberals hell	1
mention using amendment obama would left screaming racism	0
democommunists allready destroyed america put men womens bathroom right child molestors n child killers n illegals rights americans u think im wrong bill say something besides kissing liberals asses	1
gd thought lost voice	0
hillary social studies curriculum curriculum nothing shocked curriculum happy see glad nowhere near	1
reasons gun control united states lost cause	0
followed previously followed maga kag walkaway trumptrain nodaca iwantthewall	0
stop playing babe know love talk trump go put antifa dress like going get tonight	0
saul suffer fools impatient people lazy read learn	1
hey bee itch indicted go gitmo	1
sweet	0
irresponsible amp believe ur smart enough understand evil fbi jd plot thwart dt leak press investigated thing u know wrong evil	1
usa feel pain even profit causing liberals u got ta luv em redistributing wealth menu serve identity politics slop destroyed libya yall never catch bill got million dead iraqi kids sanctions belt	1
everyone vote regardless candidates parties support	0
like unemployed libleft antifa sjw pare basement dwellers	0
post conservatives declaring ford liar without evidence	1
useless try hard comedian love preaching hate much hate guy loved president maybe infatuated guy must dream	0
allusion mustkeepgrowing economy dependence bullshit jobs pay back unnecessary debt create growth prevent whole thing falling vote according circumstances time election	0
seeing liberals sleazballs walkingaway	1
lol shit year literally patience sit play game na	0
kavanaugh accuser christine ford opens door testifying next week looking forward book maga draintheswamp termlimits ditchmitch peelpelosi	0
drunk crazy man	1
welcomeeee also love song deserve island	0
yeah antifa nothing violent thugs assault anyone everything	1
walking talking lie thats	1
fake ass emoji	1
bring crucifixion know conservative garland would stoned death antifa	0
isnt time bbc asking probing questions leader scottish conservativesits public interest	0
absolutely false know liberals remember doug ford trying save tax payersmoney	0
clue get numbers country world mass shootings staggering death tolls gun violence anyone gun control defies logic	0
cares union leader say big kate u fawningly report lefty concerns u left promoting cbc r trudeau liberals bidding againu r cbc liberal party shameful	1
ok andrew bully liar touchy cheat kept mp anti bullying rules	0
party violent liberal antifa kkk hoods beating strangers know nothing great amp honest good ole keith ellison women beater tell	1
figures douche would	1
easy elites escape hell country would leftest policies force take private jets home beyond golden secured walls	0
hot	0
bless little entitlement selves never watch another game	0
looks less like getting dinners day like getting dinners day	0
know racist monkey huh sure know piece trash never hear pieces horse shit speak truth racist lies bitch boy racist cops killing unarmed black brown people fact ass clown	1
right unique ability create monsters thin air legislation even created fight phantom menance antifacurrently committee	1
alright imma need explanation	0
went live twice impressed really cool stageyou bestdjthank hardwell	0
babble	0
lie congress us lie maga	1
different story hes attacking liberals isnt hes since killgough wasnt issue back tho appare notly auspol	0
look antifa listyou note many high profile names intend comment accounts using twitter account namejust inform aware reported twitterhe sent angry tweet way	0
thank u	0
dreg society	0
philosophically speaking hippie crazy cat lady supports antifa still called fascist literally asking friend constitutional scholar	1
social graces shunned ny proper everyone knows white trash little money know act makes everything always pos embarrassment usa	1
jesus save us ask jesussaves pray often included prayers god also save connecticut amp usa think need people praying living praaaaaaaaayeer	0
still find hilarious people like think literally response comment liberals upset getting liberal upset kind accomplishment	1
march antifa bigots labour antisemitism get right	0
student loan debt relief increase minimum wage stronger gun control laws reforms election process stronger environmental protections affordable housing everyone stronger protections womens rights net neutrality	0
trashy thing sleep way top married men	1
building	0
plan next summer actually need shade thinking could fun side project	0
thank signing leadership climate summit please also sign gun control legislation desk another area california lead nation	0
another lie anything diversion	1
following maga patriots please follow back lionsden	0
hate im fucking sorry	1
cuz liberals sick cnn	1
omg another bigot showing basically gutless sounds much like donald	1
problem cory r p aunt know proud done years better place worry watching u	0
ppl must realize hrc speaks told speak supposed say hrc hasnt original thought since college probably research pas ss guards see calm considerate	0
lol exciting times god worst	1
understand racist tho	0
know lol	0
duster thank god	0
antifa liberalwe dont agree anything dolook historybut also look david duke also dont believe open bordersdoesnt mean racistamp loose empathymorals personally problem discussing topics	0
people actually watch emmys low intellect liberals crackheads	0
want make clear think gun control answer people looking far gun violence concerned find people focus mental health bullying schools want address root problem	0
overheard convo dad hes talking gov brown id like shoot hes terrible man small child thatd make criminal dad itd worth liberals need die small child wow thats sad naive think beliefs dying	0
corruption except household socialism except household gun control except need protected shall go	0
surprised libertarians win local state levels people getting sick tired sides empty promises	0
sounds like fascist	1
good vibes going towards robert	0
plenty evidence guilty hill accused since conf hearings guiltyinnocence got bench times diff journalist call white supremacyaltright antifa pick	0
ok second thought antifa even thing done think solidarity israel shows somebody denial certain actions israels part	0
knows fact gun control works proven work find anyother reinforcement argument yee haw laws	0
moochelleamp obama meh	0
forgot tag bulletproof bullshit mate got sucked vortex tom drinking koolaid	1
know wasnt apartment thats fucking problem	1
looking election nightmake sure twitter	0
thought gun control uganda records guns country laws controlling borders safe	0
make numbers	0
bono fakir always sticking hand someone elses buck may concerts tax evasion lecturing america africa never put money	1
paying taxes optional tax evasion crime human rights laws opinion issue preposterous gilliam anti sensible gun control would prevent mentally ill people like owning gun want	1
holder belongs jail	0
hopefully gone soon glorious beings meet	0
climate always changes climate frauds wealth redistribution scheme new	0
looks scary liberals care optics	0
hes fart wind history	0
thank mr president please declassify docs closer election see corrupt dems maga	0
deserving woman happy	0
tell secrets dinner sometime	0
lol arguing againstbthe system want arguing favor system describe like arguing principles anarchy constantly saying oh yeah well hillary corrupt politician irrelevant factual irrelevant	0
wortless checked secret service irresponsible trying generate hste somone kill thre president	1
russia agent fakerepublican devin nunez says liberals antifa causing riots whinning	0
one gives shit one miss sorry	1
levistrauss takes stand gun control sanfrancisco levistraussampcompany america safertomorrowfund	0
hello fellow patriots	0
still someone family shed enraged let loose	0
sound like nra saying soon talk gun control close car u say would seen perp stop making excuses child victim ppl dont know pare notsnever leave ur child unattended car ever	0
cast vote opportunist christineblaseyford thirtyfive years come allegations obvious maga	0
god media using criminals heros push gun control	1
con appare notly finds running low	1
isnt wat left amp liberals hve india	0
fluctuat nec mergitur latin tossed waves sink also city motto paris	0
one ever resurrected dead	0
persons stance gun control telling statement believe rights individual might well stamp statist forehead please vote accordingly	0
concert goers massacred missouri ruger nra calls gun control research unethical	0
conservatives	0
wan na make sure see basking booty	0
mostly antifa getting killed	0
ppl speculate ab produce akimoto fact right wing koreans really dislike	0
spot thanks joe creepy jr spreading joes message	0
looking price	0
start explaining think stupid rather writing question looking attention	1
	0
sums happening across pond msm hides america metoo maga	0
boo hoo shuyou never right side winning	0
happy birthday tyler may god favor day amazing blessed today amp always	0
friended zerin fb since left bangladesh bright young lady	0
antifa muslim world	0
fact latino back trade	0
since lebron eat ass guess	1
believe correct chico wise chihuahua	0
lol legit	0
propose ward deal put gaylesbian youth opposite gender segregate kids entirely awful idea im going assume experience knows talking	1
turned speech sounded like liberals becoming another nasty party personal attacks various individuals	1
positive note	0
conservatives care democracy opinions called racist rights jeopardy anyone else give shit sad	1
august read best new novel storypitches	0
well	0
everyone muted thanks working free maga	0
many heavy metal rockers conservatives believed freedom unfortunatemy appeared money others truly believe helped end cold war	0
women defend kavanaugh good person amid allegations ignore dianne feinstein obsolete disgusting idiot piece sh feinstein rule supreme	1
think soit would mean trouble wish anyone cumm inn	1
gtgt old looks like baby makes wonder kind business sit motion couch look dion approval know right ask include business	0
possible brady gave california rating gun control	0
thats kitchens partner haleys right hand man	0
tea leaves use simple logic know thing comes common sense right know winning deplorables maga god bless	0
rightthe deaths caused hurricane vastly overrated googled	0
mean willing move canelo want see vs charlo hurd	0
yes	0
never said one died sa juani said charge one town get wrong many people blamein case ricardo rosello terrified trump wants please cause im sure rosell trump knew count higher	0
actually supports gun control hes alive	0
concrete facts dems lie good enough	0
killing number finishing time parole done	0
guy absolutely slick thinks	0
want gun controlbut slippery sloop dimms proven time time give inch take mileask prz reagan made deal dimmsthey said sign bill amnesty first back comprehensive immagration reform	0
rode rebecca nice athlete	0
omg heath bleeds daughter family hold tight keep telling safe always	0
college football much interesting nfl protesters	0
small needs someone big clear beach	0
really enjoying ei	0
way rationalize world view believe anyone using logic russian bot liberals dont like logic facts counter beliefs intolerant opinions	0
bitch please commie dems ones riding hell bent leather destroy democracy republic	1
im jrshe nothingdont waste time human waste	1
crush antifa	0
suggesting ways climate barbie lead example something liberals know ethic code violations prove	0
almost shot la gang memberillegal traffic pm belief amendmentreaches absolutecriminals want victims unarmedpix later nra gun control rights grab false flag ice polsi fienstine trump	1
antifa altleft go richard simmons stalker	0
referring hillary know tiresome bernie supporters bashing hillary clinton actual democrat raises money democratic party doesnt bash positive message dividing left	1
blocked long time ago one response called lying idiot thinks hit stick loves saying stupid stuff get liberals love complete douchebag	1
angelina funny rhe wrong times imngonna shoot bitch uppdoals	0
removed rest islamic invaders	1
lol dont hold breath waiting going years president trump	0
like bc antisemitic muslim racist questions	1
fascists antifa	0
going take several seats comes kyle	0
bs still boycotting nfl	0
question get amount money liberals wanted years reason	0
mocked sjws kkk extremely clever satire fact dont sense humor stupid get fault none means get denigrate lie motives native american woman bigoted misogynist	1
best casting announcement since riker excited love much met twice sweetest	0
act like fun us contemplates getting gone minutes standing chair like weirdo get sees walk door technically thought	0
disgusting anti traitor	1
breatge kpop stan u nigger	1
possible california implemented strict gun control law enforcement fortunate enough get permit carry public assault weapons banned	1
states went save online abuse wants live peace taking case back asking relatives attend hearing contradictory statements action	0
illinois strict ass gun control let us thugs gang bangers guns means lot violence	1
sociopath incapable feeling empathy period	1
kid legal immigrants attest correct follow law letter cases worked damn hard get legally wont anything risk status illegals contempt laws pull scams	1
bigbosstamil looks like janani figured going win focusing ending game dignity finesse seems resigned much enthusiasm anything anyone feel way	0
gun laws prevented violence chicago dc laws far strict gun control laws lead deaths innocent people cant protect criminals	0
make dark patch history repeat evil antisemitism count indifference complicity killed millions good people uk europe stand important	0
people worst kind criminal playing emotions base fueling hatred country insane rhetoric playing constant mind games cause anger helping cause liberals catching	1
kept scj seat open year merrick garland fair push kavanaugh thru unpopular nominee ever american people deserve better woman deserves better	1
holding benz car key	0
know lord	0
sure democratic political pay play	1
thanks maga	0
thank bravery duly noted	0
outrage something credible instead perceived demagogues partisans maga	1
love endlessly ally askally help mom hospital advice	0
oh thanks rting post maga yes gon na	0
holy crap realize bad thanks posting	0
consider source bono	0
exactly nice	0
james neck deep confirmation bias unable see logic reason point	0
fuck yes someone pressure get every pit opens	1
yes take break play thread awhile bad bad bad red pill bitter	0
lets keep energy talking gun control mass shooting	0
fun fact rural areas extremely high gun ownership rates nearlyzero homicide rates urban areas extreme gun control low ownership rates astronomically high homicide rates correlation exactly opposite	0
im glad back	0
satan would say threatened	0
realize violent trump supporters pale comparison left antifa ring bell	0
give h give give p give give c give r give give give e give spell liberals	0
fun manager stick ass would make redwood selfconscious size	1
magathe home abject hypocrisy	0
apologize inferred calling antifa qualifying one many reasons owning arsenal	0
wherever place belong	0
liberals sensitive theyll believe okay sign racist	1
witch needs broom	1
ironic worse anti amendment legislators want activist judiciary verify gun control law makers anti cos	0
sad trying pawn another rich rightwing type age increasing wealth disparity price gouging pharma executive trump tried gut healthcare real replace repeal amp replace slap face	0
would well austin blue likely find wiccan folks super conservatives	0
clearly agitated defensive stance shit	1
perfect love	0
principaled conservatives left building	0
correct applauded criticizing inept corrupt president denounced	1
evading suspension	0
give break unbelievable liberallosers trumpman maga draintheswamp	0
signs sales zombie marketing sales retail style	0
yes need gun control control	0
hes bitter barn inbred	1
thats call gun control	0
ill never pay see another one movies	0
please dont make mistake kavanaugh perjurer also trump lackey votenoonkavanaugh	1
sorry son sure would want hateful going question support trump reasons fine think jumping hate bandwagon though observation	0
silly joe im maga society feel	0
brettkavanaugh right man job liberals need give already	0
cool deserves recognition getting excited see take villainous role upcoming movie cin days	0
absolute worst elizabethholmes theranos happy cms shut fraud	0
david stop logical connections true journalists like vogue	1
liberals anderson cooper gay default means never wrong also liberals trump jr pos dad	1
reason call common sense know want hopping bandwagon maga trumptime	1
absolutely liberals upside	0
lying needs sued defamation character include chuck schumer dianne feinstein lawsuit proof substantiated bunch man hating pc two girls want free sex abortions paid government	0
protesting blasphemy tearing religious book religion concept blasphemy genius	0
proves plant motivation crystal clear definite bias definition far right interesting since proven time liberals play smear campaign time accusers disappear	0
still addressed solution make schools saferyou preach gun controlwhat solutions	1
blind fool make america great america first americans understand difference people voted donald j trump ex obama policies complete failure let us seat back enjoy show starting barack obama	1
conference call election president minutes ted lieu discussing stop trump guy supports antifa maxine mentor	0
hope way watch tv ted spanking liberals always enjoyable	0
go nra allowed gun control would happen	1
hogg clue life	0
stupid	1
liberals trump haters leak bits classified intel patriotic right things presidnet trump orders entire documents declassified country dangerous potentially harmful right hypocrites pathetic	0
today collins back another excuse vote yes disgusting every gop rep see stop working common man	1
many liberals male female lol	0
block idiot even worth post	1
fuck	1
would drag feet something isntit total witch hunt maga	1
omfg right	0
tell perfectionist dont think change ever	0
wench something must spout drivel wan na bet someone gives beating first let us see parking lot one else around black women much better find white people much brighter	1
maga hats sold stop wanting maga	0
bitchy ask question respond would way street	1
gawd help us	0
republiklan maga wearing traitors going dig childhood toy chest post videos burning ernie amp bert dolls ernieandbert sesamestreet toad mariokart traitortrump traitortoad	1
dear pope francis shame	0
good	0
ive judged old woman anti semite joan ryan right playing semamtics disgrace	1
delusion think calling hrc backers idiots attacking messenger messengers ones signed took delivery message packaged sent dnc	1
westminster tories absolutely pathetic appeasement	1
think ndp one people sick tired conservatives run government ucp supposed different type conservative	0
tragedy missed many	0
opportunist max evil lier also	1
would silly	1
politico reached women stood thats got ta break maga	0
weve saying years uncle christopher tristan aunt carla bickle	0
ill argue fucking day long im right	1
liberals know avg voter feels like bs govts says n dnt	0
wonderful talk mother speech today friend amiryou blessed strong family	0
thank sm great meeting seeing favs reminded worth pushing pain able things like	0
called hotel send shuttle come pick mother sitting terminal airport agents reminded wheelchair passenger speak english hotel find	0
endure assault every aspect life personality never seen politics relentless comes sides day new drama emerges supporters deal would test psychological warfare	0
david birnbaumthe invisible manexcept election time exactly worst liberalsarrogance amp complacency mention arrogance amp contempt electors	1
google evolved something belongs stalinist russia goolag needs decommissioned	0
keep signing talent main event ever week get lost shuffle chad cable amazing wrestling tag team bobby rhoode make sense people wonder cody left main event talent	0
antifa also opens windows let fresh air	0
good gun business guns sell people bring gun control keep great work guns	1
hah fucking chats onya boys	1
shocked news flash kev kern county highest murder rate state need common sense gun control laws protect constituents amp nation people shouldnt allowed gun dosomething votethemout	0
someone unqualified seems darned good job	0
cares broke home shot one needs held fully accountable actions	0
im fucking sad also gif art	1
trump maga	1
already pacing side side sir think woke election thinking could retire second biggest loser holding hope midterms quit one vaporizes like fart hurricane	1
liberals ruin everything	0
someone similar pm want talk jrm face face btw	0
qanon maga think nothing happening	1
access healthcare improved infrastructure green jobs less pollution poison waterways civil rights gun control birth control sounds like pretty great plan	0
booooring	0
boy wonder gun control	0
georgia wants moral degenerates like paddle students	0
right supreme court divided liberals conservatives means important rulings coming need kavanaugh vote trumps ticket freedom gop ticket agenda	0
serena constantly berating guy games even said would never work one matches third warning completely justified saint sad champion lost cool badly	0
physically threatening boys us completely slandering name wasnt im honestly saying shit ya course like ya said fucked least owned apologized death threats way line	1
always thought h ford level headed guy guess note ford climate change summerfall winterspring happens every year get	0
conservatives troubled explain things cigars outraged current president	0
mark judgekavanaughs broliberals trying take fun away brent musburger cant call hot girl hot obama wants outlaw guns childrenthe childrenthe childrenno one belch fcking children	0
sure bout antifa notion open society informed mentor karl popper motivates antiborder antinationalism fine allowed try shape world way long core philosophy incorrect	0
lol thinks ex girlfriend antifa infiltrator	0
woke bible readings midwest antifa	0
somehow thought harambe gone big ten led silverback book tour wonders never cease	0
amazing liberals believe lie supports agenda ford lady right loony tunes liar kavanaughs mother ruled pare nots court years ago ford scrubbed social media accounts hide true leftist activism liar	0
would resign boys curious honest question gained perspective yall parted ways serious cuz bad positive receiver	0
conflict heredont look soros involved violent left agenda antifa also	0
well hes closer lincoln	0
think political impasse conservatives arent going vote force ge tm isnt going allow remain ballot paper	0
funny well meaning left leaning liberals become money obsessed fundamentalistsstrange business brexit	0
im done franklin bout die jail fit	0
really even care comes foolish annoying mouth go home david let adults maga	1
c also wearing black leggingsboots attire later shown outfit route enebot	0
services cut answer none specific waste eliminate without answer commitment nothing political flannel	0
hmm thanks beautiful hugs back pats head	0
yes mothers deranged left make little boys really going let happen pure evil votedemsout maga confirmjudgekavanaugh	1
cause got head wave least pounds couple inches feet okay mention miley look fighting type idk	0
agreed bring dollar bills	0
om ah bitch lol love domo	1
parklandkids misappropriated phrase neveragain order exactly opposite originally stood	0
thats lobbied government ban reaserch funded bye cdc could used argue gun control guns home make safer quite opposite	1
need marijuana lobby bribe gop like big pharma otherwise screwed good america means nothing see gun control	1
fbi already done investigations kavanough many whining liberals need	0
fascist version antifa	1
proper country girl bit mud puts	1
ownthelibs interesting documentation reactionary behavior conservatives	0
meanwhile greatest economy ever jobs blacks hispanics history kicking ass illegals deported daily nk back table denuclearizing trump draining corruption doj fbi outfrickingstanding	1
sweating knows screwedtick rock orange new orange	0
sounds like joined antifa gov wa state recently took anti police stance sign certificates recognizing top law enforcement officers police combat competition excellence thinblueline maga kag bluelivesmatter lawenforcement	0
sure hope maxi marches antifa cover head	0
forever favorite third wheeling	0
demslibs real job sure lot free time	0
credible believe worse either gordon browns brandin cooks	1
waste ones short life	1
state sponsored kids protesting amendment youth invasion dc took place young fascistsintraining corralled dc demand govt strip away liberties name gun control	1
gun control fun statue stupid child desk going change peoples case stupid give firearms free speech rights one government fuck	1
antifa gets stay twitter proud boys banned life fair victim	0
conservatives right bought load steam powered rolling stock brexit britain close lines like beeching cuts	0
live dangerously	0
greatest generation original antifa thank freeing us nazism	0
omg look beautiful killing	0
bs clue comming mouthwrong	0
statement conservativesgop hold higher moral ground know sex scandals bother us hypocritical sides equally guilty held accountable regardless party	0
lips gods ears antonio part lets hope conservatives part stay vigilant polls dems desperate fraud	1
zim midrand let us wait see	0
daddys first mistake	0
mean gun control defend	0
poisonous indeed wonder called vesha bottle beauty eyes poisons every soul stares	0
moment thought deaths sounded fucked sick first	1
quite enjoy tweets liking	0
girl walked san francisco came new game homeless antifa homeless much pleasant	0
big boss happen ashwariya good sandrayan anna got voted ashwariya gone bigboss vote ashwariya save people voting	0
	0
start tweeting pussy ass shit	1
endorse sandwich could catch imprecation like blow fuck old boots worry igor strict instructions eschew virgin partaken gm crops	0
little ass boy	1
full liberals paid soros things	1
type common sense gun control ideas would propose	0
asking evidence prove wasnt double standard excuse see evidence ive watched tennis years already know double standard exists dont know question	0
vghc stickers see trucksexclusively trucks never carsseem like asshole indicators say sure never actually spoken someone like yes hockey involve punching people yeah seems bad	1
angel	0
things happened kufball road wins got married sex twice got divorced	0
liberals cry milk spill	0
nobody addressing cow room even florence still thing like mass shooting wrong time talk gun control	1
gun control	0
guess people wont voting conservatives next provincial election	0
businessmen need stay business go business democrats walkaway hard time concepts like profit results worries still perplexed china reason need trumptariffs trumptrain maga	0
hmm cats dogs raised food understand saying	0
pappy big fat fool democrats doesnt make look bad makes look ignorant level fool	1
zero research tv	0
disconnected social networks askally	0
love plan comes together maga nexit	1
passes ball keita instead actually shot would discussion anything quite selfless	0
hope sarcastic acted like spoiled brat	0
sure mild increase fl new rs ds texas nv shows increase struck small role gun control seems playing election	0
clueless defence minister ever rivaled anthony	0
matter us gave nfl year ago	0
wondering shit east coast causing god send florence punish good guess would neofaux christian followers trump	1
hahahahaanother maga making attorneys get attorneysguess believe innocencepostponethevote	0
one needs hunting canada spread wordthere place civilized society rifles shotgunsthe coalition gun control associations behind us support liberals name safety kids mr blair ban guns	1
al gore nominated supreme court judge conservatives nerve	1
come maga	0
thats blatant lie antifa worse hate group look berkeley university california nearly destroyed guy disagreed wasnt kkk white supremacy shutting free speech	1
unhinged taken seriously anybody	0
shocked hear liberals want centralize power federal level	0
true point gun control total bullshit	1
another lying liberal many lying libtards exposed unclassifie documents liberals lie cheat steal try bring country stop antiamerican idiotic socialist movement vote republican november trump	1
left ask gun control scalise shot voteredtosaveamerica	0
endorsement cindy hyde smith major disconnect former democrat shady gun control past	0
proved gun control laws stop anyone willing break law could easily shot colleague student several lax enforcement existing laws criminal minds ignoring laws real problem democrats know	1
matter democrats conservatives jobs care person demcon rescue help divide people bring together times	0
asshole libtard	1
oh thought dream team minus sonja really mean disgusting team minus sonja oh way dorinda leave sonja alone jealous sonja kind sweet much prettier get drunk	1
omg jins laugh makes wan na laugh whole life adorable	0
crazy liberals crazy eyes lol	1
tucker carlson idiot knows exactly makes malicious	0
	0
gop personal responsibility drunk boys boys drunk slut republicans conservatives kavanaugh	1
brainchild playing dirty jen using ill gotten money mailer linking nixon antisemitism approved top cuomo aides	1
seeing want see think people want look manly powerful see expressing solidarity useless thing mock	1
monster place find jobs near companies hiring right future could change fill application ld	0
yoongi father	0
always lier	1
way defend worst auburn time part ways	0
people speak gun control amp gun violence dont see choosing pay attention amp thats wilful ignorance part	0
good grief relief get rid antifa	1
radicalism behind antifa disruptive organizations causing havoc buddy george soros specific accusation bring words political rhetoric nothing clear	0
agreebut still conservatives heart may hate still conservative ideals	0
guns olympic shooting medalist says gun control killing sport sixtime olympic shooting medalist kim rhode said monday night new gun control measures implemented home state california	0
im waiting qdrop qanon qarmy maga	0
ur fucken fake im fucken prize	1
media stop reporting happens view perhaps disappear view conservative america wanted know imbalanced voices say would watch rest us busy watching sidewalk poop put hollywood liberals	1
thrown train	0
take stupid whole new supersized level	1
shitttt amp	1
years worth background checks different presidents one slipped kavanaughconfirmation kavanaughwithdraw kavanaughscotus maga	1
doubt officially become national socialist american workers party gone ppl like acting der sturmer antifa einsatzgruppenwaffen ss detachment	0
win shot rotary polish flare launcher maga molonlabe nra firearms	0
perhaps asking miss rao directly would start manners isaac	0
kane trying stay relevant ever thought cats beaten betterhungrier side kidding self thinks worried whacky wednesday instead concentrating footy final flog	0
welcome guys	0
probably violent liberal antifa full force showing us much really care humans nope never fall fake sympathy garbage long pay strangers beat pulp kkk hooded thugs never	1
ill toast hillary	0
cant believe competitive services life service isnt worth extra month cancel	0
left become bunch thugs nancypelosi chuckschumer	1
lmao conservatives lecturing conspiracy theories funny	0
house flowers shits crazy	1
think racist touch reality treats presidency like reality show starring empathy suffering narcissism ability tell truth may mentally incapable president country	1
guy got acorns cheeks lack walking around sense astonishing liberals	1
amazon investigating chinese employees selling internal data thirdparty sellers looking edge competitive marketplace amazon maga kag china tcot	0
must condemn antifa blm spew hate fear toward police	1
sure common sense gun control long gun toting bodyguards	0
years ago sexually assaulted supreme court nominee would like remain anonymous answer questions basically smear campaign democrat want conservatives majority scotus	1
see conservatives love	0
unwatchable careful surfing around make sure never stop even accident bloody awful channel	1
eric holder obamas straw man corruption	1
qanda happen predicted fall society ssm religious conservatives right ones running muck government	1
disgusting	1
crying babies	0
explain said wasnt true know due process means know anyone goes court crime like affects lives exempt process ridicule	1
sorry feeling sick hope get better soon	0
thank yes	0
people trumpnation stand firmly behind complaining farmers corey booker suddenly discovered thinks divide maga nation understand must sacrifice little americans raped china	0
blatant abuse metoo really disturbing good reason automatically place guilty stamp someone unfounded allegations importantly unfairly strips credibility women actually suffered demand real justice bullshit maga	0
orin hatch born years old completely touch around see accountable actions need term limits	0
holder ethically challenged ag ever total disgrace office	1
lets gooo shittin nubes	0
anything conservative must believed liberals get pass	0
nice cartoon	0
needs removed position children abused covering	1
going become kod like famous	0
star review socialsurvey cristyn made buying experience easy enjoyable amazing lindsay p cristyn dyess	0
bruh lmaooo	1
tbh started recently thing like mineta whiny	0
bitch im gon na see december see	1
make sam new hair fabulous sign person together	0
sexual	0
mann aint smoove booty like gee	1
looks like fred moustache ha ha	0
good come back lol maga	0
billy preston said wellsomething nothing leaves nothing	0
ty welcome maga	0
gun control worked chicago would safe place isnt national gun control worked mexico would safe place isnt dont believe lyes alcohol prohibition work drug prohibition work gun prohibition work	0
seems hannity client bunny bar bunny ranch years allegedly recruits fox talent guest speakers	0
learn look biden dbld hrc winning strategy	0
people exressing shock majority government government fact life ie check liberals previously provincially currently federally hello	0
like players based line offense course used returner receiver der thats yes indeed lined rb im glad made fan im sorry expect everyone responds agree	0
aww busy monster	1
trumparmy allvetsradio voc thebrooksbrown maga	0
violent liberals antifa kkk hoods beating strangers know nothing exactly comes mind dems say care anything either care human life people beat black conservatives friend attacked	0
terrible man wouldnt say liberals terrible	0
long time prisoners also hard time	0
speaking best best utter disrespect law enforcement ice agents first responders low middle high class races religions disagree mr creepyjoebiden gravy train punk joedo nottouchsomuch biden dirty hand joe	1
rotten character call spanish mal character	1
former diplomat	0
powerful woman earth oh fucking god	1
nothing math	0
crying	0
hey serenadont favors women take care hit tennis balls take care family	0
