sentence	label
proving dog	0
good bit miss guided follow guy seems like idiot amp crock think perfect even though multiple investigations disagree still looking better role model america cya	0
worries antifa still live pare nots basement go community college	0
cute girl crush since earlier year called funny want throw	0
totally shown spoilt narcissist comment umpire never matches long lives think gracious defeat disgrace sport	0
angela hook younger guy someone wipe butt	0
beginning sound like stuck record brian go find something less boring instead	0
noticed broke away soon senate started talking great growth rate salary increases employees station crooked also negative conservatives praise liberals drainthedeepstate crookedmedia	1
knew would find liberals fault	1
andrea mitchell another political hack embedded news media listen tone interview looking gotcha moment instead commending guy work every turn shoots kills	0
good see hosting emmys bombed seems liberals like humor asked back career killer da rating tanking bomb go celebrate liberal pals	0
open case john kerry obama amp knowingly funded terror billion b god bless trump maga kag deepstate full link	0
get shit poppin	0
look mirror lefties bigger bullies antifa progressive leftist trying get faces right	1
yeah batman made eat rat mostly like yo fuck guy hes cool hes lunatic dick also wants get violent	0
active duty personnel know think dangerous fool maybe racist military klansmen support mr traitorpants	0
great heres today gone floris wanted spank leah wanted stab curtis wont back adam still looks great however old fuck kl bigger dick shes sheheshe	0
gun control crowd illegal immigrants waltzing country heavily armed	1
amazing dems dont feel owe unborn generations keep illegals	1
woodwords book slander nothing clown tool	0
offer since june shitty browns stop thinking still good living past	2
sociopath	0
like reading leaflet antifa blm utter garbage	0
like sharing water un fucking real	0
keemstar said paying wanted sever rust popin said pay ooks come rust	2
evidently care study flawed start parrot misleading info everytown amp leftist gun control addictssites	0
back hole look like holland tunnel gets male prison	0
hair asking pussy getting bald thinking trying new combover hide worst oldageproblems maga	2
lol earth think antifa needs funds anything kicking nazis free business booming	1
thats really insulting lot latinos like lot black conservatives believe god crackheads uneducated celebrities garbage know read script thats	1
look racist white liberals freaking said tom arnold white privileged	1
oh fuck forgot poopy diaper pants know know	0
snot nose kid know hes loud mouth immature punk media placed pedestal using promote gun control fed tag lines spark controversy order bring attention gun control debate knows nothing	0
truth gun	0
poor germansthey refugee violence antifa violenceit must nice live germanistan	1
yes american women waitingto allowed continue slaughtering babies mao stalin hitler killed babies liberals pathetic whiney crooked yet say children except slaughter babies	1
anyone care dirtbag says	0
liberals ruin life doesnt matter long win end must stop conscience	2
bbc stop blatant biassed backing conservatives theresa may hit back feet responses scripted robotic say least worst leader along worst government country ever	2
arent said could speak public amp heard stop spreading lies course u liberals think u ruin life evidence	1
take dish joe snake hung neck live cnn feed	0
tomorrow night get dropped make sure robbed fraud	0
different women american jobless men nigerian men bomb	2
man allowed wife one coaches abused years covered threw everyone including wife bus help lies never thought anyone would knowcame total pos	0
cheap cheap istry bible quran really guts	0
piece garbage believe hatred bitches view trump abc let us spew garbage daily basis disgusting boycott view boycott abc amp damn proud	0
smh nigga dat shit gone take us far u tweaked	0
weak really beat ass	0
vghc stickers see trucksexclusively trucks never carsseem like asshole indicators say sure never actually spoken someone like yes hockey involve punching people yeah seems bad	0
u cold bitch	0
trump kicks dem butt fun	0
im alright someone dumb enough try deserve ever get cant wait hear first antifa idiot get blown away tried steal gun someone stand ground state	0
students traumatised live shooter drills distracted fear killed school already best send kid one schools might get action gun control hypocrite	0
communist fool	0
arms big n neither boobs injecting fat body	2
saul suffer fools impatient people lazy read learn	1
thats donald trump office democrats good portion republicans shadow government complicit globalist international communist	1
tells us unserious attention seeker iphone	0
liberals imagine circumstance forced defend family violence imagine eventuality beyond realm possibility foolishly believe police arrive quickly enough save	2
gun control everything punishing conservatives	1
presumption innocence applies lefist liberals guilty get go conservative	0
thought snl last guy wearing fucking beanie mindmill	0
pretending dementia libs maga	0
disrespect sharpie like bro definitely brand shit back dollar tree	0
cares union leader say big kate u fawningly report lefty concerns u left promoting cbc r trudeau liberals bidding againu r cbc liberal party shameful	2
california creepy fake uber driver tries follow woman home maga kag california fakeuberdriver bodywraprestraint crimenews	0
fucking mess hate much	0
lack morals mother abortion murder	0
hollywood elites make fun republicans conservatives christians jesus amp excrackheads funny considering consist democrats liberals atheists satanists current crackheads forget adulterers pedophiles abusers woman	1
obsessed shes millionaire good comedian money big daddy bone spurs handed ahole	0
low life bitches	1
qanda happen predicted fall society ssm religious conservatives right ones running muck government	1
cowards masks antifa true fascists	1
listened give shit fans think counting fox money	0
nansbabh bitch stfu	0
exactly shut	0
correct applauded criticizing inept corrupt president denounced	1
conservatives enemies whites	2
liberals like	1
dont care good player owned club id suspend year make train youngsters tell bad looks like set example	0
living nickname tonight fucking nightmare	2
guys im literally italian know shit wtf	0
game sucks donkey balls	1
antifa riot screaming white people	0
needs removed position children abused covering	0
funny shit	0
crap istotal publicity seeker since tearing apart bhagwad gita symbol changing india bhagwad gita u guts show tearing apart kuran bible intellectualidiot	0
lol ones see attacking anyone crybaby liberals	1
liberals truly outdone stunt absolutely disgusting	0
holy shit awesome	0
uhhh sadam gassed shit kurds sp	0
risking ass lol	0
liar ed always liar people puerto rico lives squalor govt officials hid supplies sent miss reported death toll due hurricane stop lying	0
used signifing monkey heart played wife like hell	0
looks like jokes liberals forttrump poland boomingeconomy	1
know anything kkk although believe democrats fund like always think dems main terror group days antifa	1
buckle democrats liberals shit hit fan fbidoj	1
president respects liberals	1
bullshit	1
met mark amazing sassy real life show	0
wayne say trying drake shit got ta decent least	0
poorly worded talking actual shooting means aftermath gun control aspect	1
already knew lmao stay us deplorable bigots getting ready fight country	2
makes good point bad career death sentence days	0
fascists ampnazis abide patriotic views shared presence glad brownshirt arm antifa left inflict usual violence vs citizens dare speak hear dems enjoy wingsbeercountry music lessthan walkaway	1
name social injustices caused gop death anyone caused members dare many people lost lives idiocy gun control	2
probably millionaire get paid money slander ruin someones name go away want get sued slanderlibel democrat party pays lot money get people make false accusations conservatives	1
anne coulter oh jack abramoff kids stupid enough courted conservatives showed us campuses back two	1
whore mayor stealing money funded dems bash potus wtf country power grid god knows theres enough replace	0
holy shit people say nebraska fan please take dead program somewhere else keep vcr around watch highlights	2
work maybe needs glasses	0
police state tyrant liberals love word dangerous gaslighting sheep	1
god terrible	0
know said gay tho liberals mean conservatives sounds like upset matters matter go lengths deny gay straight couples let gay	1
know never seen watch benfica games takes shit new level	0
like mother spoiled rotten bad heck kid still loves brat bad things happen brat deserves itshe still sympathizes child norm realize livelihood depends	0
oh cool alana found one person dumber retweeted nice move	0
alyssa saying hes guilty ever happened innocent guilty innocent would least tweet apology shut answer tweet	0
bring race real racist democrats liberals like	1
surprising cnnor nigga payroll	1
sean penn metoo movement seeks divide men women lt got ta say stand w jeff spicoli one maga confirmkavanaugh	0
nobody kill beat cheap tectics become popular lgbt tikoo follow sunny leone also popular india world best luck hope see ur videos together sri krisna definetly make ur next video popular fun	1
block idiot even worth post	0
fuck disgusting animals editor approved news bag shit	1
whats wrong dead antifa understand thought good antifa	0
go original argument people blanket everyone together terrorists muslims altright conservatives equally dumb requiring specific groups denounce fringes means general populace differentiate	1
kind like conservatives wan na associate everyone left communist antifa members	1
holder complete corrupt scum bag remember announced part resistance means want resist people voted trump u imagine people would hunted prosecuted happened bone head obama	0
disgrace go home president anymore breaking tradition former president stepping aside longer obamas country country belongs people sheeple maga	0
cant like legit watching ever move rehab	0
vince cable show getting bed tories ridiculous knighthood	0
hell talking threats coming gun control nuts made kids	0
think donald trump disgusting disgraceful pig shame thinking much puerto rico failed us failure called president nothing talk bad puerto ricans doesnt understand pr usa territoryjerkoff	0
time take people take power hurt ptotus people abusing power given trust maga qanon wakeupamerica	1
afraid liberals screamed transparencynow potus screaming keep secretthe truth dont want seenliberals hypocrites amp alphabet agencies bad apples involved soft coup tick tock	1
deplorable despicable disgusting	0
anita hill wasca liar liar	0
part fraud pulled together	2
awfully good transvestite	0
democrat tried stab republican congressmana democrat shot congressman scalise tried kill everybody around himdemocrats beating republicans denying right speakwe know democrats americans	0
lmbo like pelosi thinks important female destriment society real women	1
jesus christ liberals start young brainwashing	1
two nutcases obviously	1
im watching bentley kept looking crate trained good allowed eat pee shit occasionally play time	0
shit staged dude didnt even hit	0
caption much tolerant left yup fit description antifa suspect threat doubt attack reporters moms basement	1
fortunately rest america swamp washington washington worst place decide good america	2
silly rabbit laws rules arent liberals	2
figures douche would	0
anyone surprised president would commit treason russia get elected would pick rapist supreme courtmondaymotivation deplorables maga marinesagainsttrump kavano postponethevote kavanaugh stopkavanaugh	0
hell fuckin yea	0
liberals dont realize thousands unaccompanied minors thrown across border supposed take care angelina jolie	1
like music sucks	0
legacy crap would anyone want save crap	0
gun control never sensible	1
honestly fact legislative power coupled fact skilled diplomat sways balance besides varadkar government pushes kinda shit anyway president	0
ourcountry saved evil slugs like hillary clinton deep state going personally wait hillary brought front military tribunal penalty treason death believe	0
babies future men suppose ripping limbs sucking dead bodies putting trash sorta thing	0
lefty pope also worthy rep true christian roman catholics failed flock	0
everything else ten years ago liar total bs propaganda team trump crimes throughout past decade including	0
americans want form gun control americans want government protect environment americans say immigration good thing amp americans believe hotdogs belong crusts pizzas amp italians like suck	2
best stats season doesnt mean hes greatest pl midfielder fuck	0
oh comparing government law enforcement agency subject constitutional laws private corporation yeah makes sense wait stop talking complete imbecile	0
nope mm waymaybe time ask sky gone wrong foster cnn book first kp tweeted book liberals trump americans mm british known worst	1
u never talk shut	0
henny outside u ya pussy ass sister wan na talk	0
doesnt leave country unhappy america	0
well trumpster said must true also handling cuba hurricane sad piece something	0
america grateful military husband die battle fieldhe died home fighting gun control stronger laws regarding mental illness police brutalityshe educate issues	2
think missed replies im conference call anti jihadi muslim vets know would disagree gun control seems odd	0
good one seems sexist	0
agree trump surprised see many liberals talk cute sneaking candy war criminals funeral	0
david stop logical connections true journalists like vogue	2
raps likes pop thing popped butt implant remy skinner even pregnant	0
colin cowherd clown think going make point spews garbage way look goff trubisky say goff higher ceiling maybe higher floor bc yr mcvays offense	0
bitch shut upcyberpunk announced way back getting revealed get facts straight	0
fucking serious italian talk father born sicily ridiculous notions idiot think left antifa stands antifascism dictators right wing	0
round yucker always interrupts guests didnt work time rude michaelavenatti	0
fuck wrong	0
	0
prison system fucked still getting away potentially murder intent prisoners die hurricane louisiana like inmates went missing	2
could even begin respond since cant speak full sentences words limited	0
bad people dont obey law many guns circulation north america people gun control liberal mind masturbation	1
liberals like never convince us become lazy entitled victims keep trying feel sorry son raised someone impart mindset selfhate victimhood	0
dont usually twitterconversationsbut point dana may kind woman doesnt want help womanwants prima donna amp doesnt care developing nextgen girlsshe gun control amp isnt bothered school shootingsmust like kids	2
going destroy america like done many businesses care middle lesser america americans cares top hopefully see light soon countries sell products	1
bengals v sorry team looking butt whoopin	2
stop pretending catholic church seat satan earth	2
liberals dont give sht souls	2
antifa terrorist organization	2
bitch better serve	0
people guns get say gun control	2
also many videos antifa attacking disabled old people want see victors spoiler disabled attack three one antifa disabled vet	1
testament fucked world isthat free spout bullshit jail even investigated statutory rape	1
gutierrez corrupt unions	0
still addressed solution make schools saferyou preach gun controlwhat solutions	0
usual seemingly supposed smart feminist thinks made sense yen yen yen yen yen yen alone told rn also dealing another person considered maybe toxic one	0
mmmhm heard street gave extra seconds get shit together	0
canada doesnt need another cuck already enough looneyleft liberals fking great country qproofs trudeaumustgo	0
trump wanted president narcissist still lives great life taxpayers footing bill impeach trump	0
fucking mind socialism good thing democratic socialism fool	0
oakland line sucks	2
another illegal	0
lolol god ahole	0
point fuckingclass nearly lol	0
true theresa mps however call conservatives oddly enough	2
always sametrash trump amp conservatives stopped watching american tv amp going movies discovered wonderful foreign television shows albeit many subtitled favorites amp always good oldfashioned reading amp music amp creative endeavors	1
dominos ass	2
piece shit	0
hed said give lawyer asshole theyd given dershowitz	0
oh thought dream team minus sonja really mean disgusting team minus sonja oh way dorinda leave sonja alone jealous sonja kind sweet much prettier get drunk	1
oh low blow blow job lmao	0
cause bitches playing god aint give gift nothing	1
mob death threats antifa turned maxine waters	2
moment thought deaths sounded fucked sick first	0
matter vote forits left pushes gun control yet portrays black men music vids violent gun usersstfu lmao sleeping fools	1
pigs job slobs life outrage bill clinton keith ellison harvey weinstein protesters hypocrites maga	1
likelove louis farrakhan racist anti semite one	0
freaking serious lives lost trillion dollars recover rebuild continued threats fear disgrace journalism moron	0
hopefully beats shit chair ump australia really show	1
evil dare	0
mocking selfprofessed populists claim speak people stand norms rights labelled latte drinking elitists	1
go iran u belong stupid idiot	0
hillary clinton potusoops	0
got asses even believing truth truth lmao amp know water damn wetbut cant even believe coming lying ass mouth	0
roseannebarr never hid racism inexcusable know liberals sunk muslimbrotherhood comment priorities blacklivesmatter must unite end racism roseannebarr open racist decades inexcusable pcliberals wakeup end racism	1
toxic even alligators	0
bitch meant didnt know zoomed bitch fun	0
one crazy person	0
ashole gon na eat death	0
dam white slave owners	1
come long line bigots morons hard grapple first gets better fill void fundamentally decent ppl eventually realize better	1
drunk crazy man	0
hilarious keep defending woman watched years liar hypocrite obstructionist like crumbs needs people like support though	0
amazing demorats elected public office total disregard us constitution due process abhorrent hung woman dry woman refuses come foward conservatives fault	1
democrats want gun control say go range practice get better	1
seeing liberals sleazballs walkingaway	1
target brilliant keep eye esp online theres online shit thats amazing autumn oranges also target thanksgivingblack friday thee place stock tf sheets year	0
cnn evil true enemy people cant believe people still take seriously	0
wow wonder liberals got worse party bullies women accountability	2
goat sport athletes ever absolutely	0
shabby self traitor buddy bogave us magastupid stupid	0
rosier played like straight fucking garbage mean tolerable undefeated run last year ever since pitt hes shown much scrub richt scared death start perry	0
could legislate common sense gun control tone racist rhetoric	1
dead even office likely command news cycle long time	0
find offensive know black people feel black african born america want recognition build stuff conservatives cry censorship like rules build house	0
republican actually expect different far calling opposition money bribe used bribes	0
think crack	0
mean allsup communist antifa shithead people would coming defense despite shit political team sports dumb allsup dickweed	1
liberals trying destroy conservative men time criminally charge jail liars try destroy man	1
hes nut job republicans thinking support let kids murdered school policy says emma gonzalez idol gun control advocate dont fooled unless want liberal policies personally hell	0
gon na fight gun control laughing guy literally pulling gun shooting	0
agree trump nazi sympathizer sandy hook hoax gun control right hitlers playbook bloomberg nazi comes gun control dems need moderate	0
making conservatives sick make polling place	1
work want control population australian gun control effect homicides	2
policies worst	0
says little commie thot bet hourly rate	0
get see good game niggas working	1
desperate see saying report shame usually says nothing another antifa pussy doubt	0
blame inciting violence held accountable despicable disgrace	0
says fat antifa member	0
know naming sex robot models	0
nobody cares paid protesters capitol police need get hold lock	1
dead	0
im sad im fucking angry angry gop embracing fascism grandfather antifa im following footsteps friends didnt die vain nothing	2
years worth background checks different presidents one slipped kavanaughconfirmation kavanaughwithdraw kavanaughscotus maga	0
theferalleft liberals continue infiltrate indoctrinate kid shows hire mentally ill hemorrhoids	1
ive never seen anyone talk like twitter ive seen really messed shit	1
please let cruz get away tax spend liberal racist dog whistle crap fire back facts call bs	0
fuck yes someone pressure get every pit opens	0
stupid tweet yetand yesits libtard	0
good job sarcasm also great gun control laws saving lives sarcasm	2
time im really starting hate wordshe time world open mouthreally shut time enough leftliberals bull shit time case actually time hurting case	1
left doesnt care victimize women minorities political gain story different democrat libtards walkaway maga	1
morons groper trudeau lying liberals stomped charter values test holt renfrews favourite shopper horwath premier ford trying save taxpayers money maybe thats bugs horwath	1
vote known racist	1
shuting mess yumi ever mess ms yuzuki	0
mediatoo selective putrid outrage conservatives liberals want us know moral kavanaugh repub stand	1
found name forgot	0
yes liberals vs progressives really dumb banter go	1
telling knows bum writes ass bottom proof higher intelligence need	0
congratulations putting nfl toilet	0
bloodsport forget monologue jackson describing big monster think	0
needs placed naked stocks stockholm swedish people sik heil backside	0
democrats care destroy matter republicans amp conservatives	1
known wouldnt show accuse dems playbook people start understanding radical taken party confirmkavanaugh maga wednesdaywisdom forttrump	1
scummy human	0
feel dude fucking sucks	0
maybe antifa asshats physically assault others political beliefs democrats saints neither	1
anyone guesses amp lie week world ending friday b give money amp triple tomorrow c knows everything listen maga	1
awaken many women country asinine top stupidity liberals today	1
surprising conservatives increasingly want take ultimate power life death away government	1
know left going believe lies demo liberals rats destroy president trump nov going red	1
clear majority conservatives approve trump gop dont stupid	0
absolutely right fool	0
click fuck	0
holder perverted view law surprising since democrat	2
missed seeing pruitt chewing butt way end business love	0
reading q right q says believe still sessions virtually invisible rr stay going anywhere even fisa docs released public covered shitstream media nobody ever know	1
coming guy arrested charged accessory hat deranged individual	0
sometimes edgy bitch boys secretly soft good trope straight abusive thin line walk dramione walk well	1
simply gloss right silly emotional female nothing problem delete realize horrible perhaps someone told somehow fault liberals might misinterpret wrote plain english	2
hopefully joking hate boycotting leftist entertainers stop saying stupid stuff	0
eric holder filthy maggot	0
lost got outplayed disgusting behavior	0
close ties wnra amp funding imp peoples lives amp sensible gun control attempting defend planned pare nothood whilst time rolling back intelligent sex education amp replacing abstinence teachings fucking stupid	1
know exactly works steal money regulations taxes people thing government monopoly violence think democrats desperately need gun control want even power people	1
talking im green maga sorry twitter grammar isnt par eyes bad maybe youll critique latest article please dont wellpaid editors im sure slip	0
obama never laments killed chicago every week chicago old stomping ground ask draconian gun control laws working watch blame indiana	1
kaze need	0
americans need realize rape kill easily environment absolutely close borders proper vetting implemented	2
realize fool making weird obsession susansarandon maybe research spouting nonsense	0
see support gun control	0
funny human rights pro abortion settles lies pacified deceives playboy	0
thought would worse thought would shooting liberals streets	1
lol throwing bullshit flag nonsense putuporshutup kavanaugh maga callthevotealready	0
saw video corrupting government evidence saw going jail maga thegreatawakening qanon youaregoingtojail youhavebeenexposed	0
cheater casey	0
idiots actually listen say sucks	1
bridget another crazy one absolutely correct mess president head hand gone jail monster	0
another liberal pawn used democrats attempt derail kavanaughs confirmation dont believe word liberal friends enemy state leave america better without people like liberals	0
standard trudeau liberals emotional manipulation canadians think canadians stupid	1
lunatic democrats politicians like antifa george soros think money talk lunatic dung money dam money pay gold	0
advocating conduct within bounds human rights terrorists categorized human kill people mostly innocent like berserk wild beasts even wild beasts kill hungry feel indian army greatly	1
dont care right left go back tv bitch one tv star office good hollywoodisscum	0
thank saving dogswhy people assholes	0
fuck	0
screw keep shit honestly	0
reckon upset wacky wednesdays boys told absolutely going mad monday time	0
always active play sit butt people	0
shut man useless	0
tick tock swamp going jail soon maga	0
perfect description antifa fascist shit bags	0
reason small market mediocre team	1
need ladies spread pussys cam	0
leftist collusion prescreening party	1
looking hard heads look republican congress	2
think liked better conservatives pretended rape bad claiming rape gets better time	1
answer different opinion racistwhen lose argument racistif love britain racistliberals week peopleit takes strong person one sheep	1
exactly sorry till found people cosign bullshit idiots pair	0
another judge first blames tool wants make dangerous legitimate user guess know wher gun control lunch honor sir	0
lying corrupt traitor nobody wants hear anymore lies deepstatecorruption	0
go people love david gilmour think roger waters bit dick obviously	0
wonder dems blooming idiots fine example teach kid vulgar protester way go dems kid grow become president antifa	1
come beta liberals lmao convo muted cry day	1
consistently stupid argument gun control advocates make	0
louis farrakahn called said great job parroting ideas means original thought actually puppet	0
vote yes know found fraud	0
wont happen comfortable twitting golden throne toilet us	0
ntknetwork news senate set pass bipartisan bill combat opioids prolife	1
fake conservatives fake outrage budget betrayal	1
ca inadequate gun control	0
purely move block nomination liberals said early would vote made story slap face really sexually harassed shows liberals really dont care true victims power first	2
understand wanting title whining pissing moaning stop talking start getting done enough already coward got beat somebody looking	0
says man stands sensible gun control hypocrite	0
making crap dem know wants abolish ice dont believe rich people ones getting tax breaks bankrupt medicare total nonsense lie much trump	0
confirm man left wing activist liar story changes hard evidence christineblaseyford innocent proven guilty confirmkavanaugh maga weakrinos republicans	1
woman molest young boy next day forgiving hypocrisy thrives celebrity circles	1
long ass blog might makesense	2
bitch im hood serving junkies maybach	1
cares sick head	0
old pic trump monitoring anything related hurricane pretty sure shitting pants right	0
forget montel speak speak delusional disgusting truth worth trash pick coming	0
grab em pussy problem	0
wow liberals heads exploding truth finally coming best news ever americans finally get find truth corrupt ever maga	0
lost soul father fked real good	0
holder prison	0
kerry needs prosecuted colluding iran needs done quickly revoke security clearance amp remove passport traitoralways	0
assholes going jail happened paid company mueller knows	0
get testy decide paid shill lot end hanging around qanon get used	1
fucking league football hahahah	0
kidding one paper towel throwing stunt seen around world looked ridiculous clown yet nation scorned epic fail rescue mission puerto rico	0
probably referring fact started henderson appare notly shit sturridge appare notly finished years ago mean like could possibly win two field	2
supporting trump lowest low bar im glad someone doesnt support trump doesnt make ally plenty conservatives hate trump arent also pure trash	0
never let us fuck	0
show saying alleged rape fault pretending swathes conservatives blaming victim rape disgusting straw man	0
antifa bs average americans see news repulsed antics	1
smack shit outta	0
friggen crook	0
found gun control mass murder schools theatres oct anyone done joke yet	1
one satans daughters	0
sex symbol rap lmaooo bitch fat fuck anyways tryna fight	1
grotesquely fat looks like never takes bath could go time	0
coming guy worries straws cleaning failed shitty policiesnow knows bestlol	0
interestingcause leftists threaten usbut regulary shootstab us wonder maybe mr swalwell allin violence toward conservatives certainly always seems ignoresuppor itantifa instance	1
still fucked respecting lgbtq	0
israeli puppet	0
found today jesus isnt white cant go church sunday cant watch football damn obama liberals	2
russia ivan terrible fsu willie terrible fsu bitch rod michigan tango charlie texas pay piece shit million put points first two fbs opponents even western michigan scores syracuse	2
going deflect away nearly dead due lack post hurricane support trump administration using deportation single year old man sir offensive one	0
shes trolling fuck cause yall quick call mfs coons minor disagreements	0
lying attorney year old claim know hard liberals look two things	0
conservatives want talk scandals really lets get started balls lets get busy chickens	1
course shes making money situation dem values greed power	0
everyone knows brown crazy	0
poor sad liberals hope	1
yeah hes immature amp dish criticism crying blocking instead accepting cool folks see mostly	0
idiot smart either	0
imparting gems michael moore stuffing face	0
altleft crazy discredited numerous women dems left lies name dr liar	2
seems hard believe stood next guy wearing shorts masturbate take word	0
hopefully obesity catches	0
vote kavanaugh committed perjury dodgy financials thinks president law thinks contraceptives abortion inducing drugs extreme sc	0
president bad	0
shit	0
dig one dope sha	0
god damn fucking valid	0
turned speech sounded like liberals becoming another nasty party personal attacks various individuals	1
democrats cut funding cia goes around done conservatives play rules get fucked every time	1
okay enough c shit care neither	1
first old blind guy polygraph someone pass find gop office throw fireball window wear antifa mask break university property maybe wear swimsuit say groped badly	0
arrogant creep believes gods gift politics	0
conservatives trailer trash party canada	1
give fricking break worse southern baptist pagan idolatrous	2
need find lady thing terrorist waiting strike	0
bitter obama seriously worried obama head corruption fbi doj	0
guys ugly unhinged	1
see referred tv segment support response easy see race baiter bring emotions trying elicit unfortunate ur willing sacrifice black people make big man	0
messi goalkeeping goat	0
sounds relevant march mumbai woke snowflakes gun control abortion india legal womans choice required take circus elsewhere instead take issue oppression hindus india least relevant	2
drama queen pulled feel sorry card working momgive break	0
mentally disturbed	0
call dog cause dam got bone nigga	0
support trump abomination	0
size stadium	0
oh shit	0
really serious comparing prestigious positions nation slave keep proving ignorance amp inability logical thought maga	1
actual fuck hate seen eyes	0
know many liberals feel need dance around waving like maga idiots	1
dont even wear shit buy move away	0
mean parasite sense private companies unnecessary universallyunwanted bauble imposed essential public service people put profits public opinion democracy	1
fuck u	0
appears paired woohoo must think way brothel	0
nazisarebad programs called nationalization education health care transportation major industries instituted vigorously enforced strict gun control regimen encouraged pornography illegitimacy abortion	1
impressive corruption lies	0
ya sexy lady	1
die might say fuck armor leave crypt never go back lol	2
need gun control	2
kavanaugh needs stop lying believe womans account credible going able dodge	0
know think theyre ones wholl surprised since think liberals want make gun ownership illegal	1
fuck em	1
face close concrete bitch couldve probably stuck tongue lick	0
unhinged fat pos slob lucked going conservatives making tons money process opertunist smart opertiunist knows use amp shovel bs liberal left good business days amp eating	0
say part resistance fairly certain progun control question iswhy would want government headed called dictator enact stricter gun control think argument thatll get far	0
figures wrong idiots thank god	1
nobody voices opinions country louder conservatives idk fuck	0
also shitbiscuit stole tempe girls u blame	0
childrape assembly line via trust catholic priest trust jewish rabbi let people secrets greatawakening maga	1
disgusting rangers fan disgusting support breaking union proudtobebritish	0
fuck wall american white black men kill way immigrant gun control would help way	1
stop lying liberals said absolutely nuts	1
weigh lbs considered porn star	0
give fucking break liberals selective false outrage turd president gets rightfully railed saying grab pussy decades hollyweird gets pass saying fuck shit boy next gets liberal pass	0
bitch know u see rainbow inna bio	0
interesting demoncraps even inventive enough create cartoons originally put republicans liberals koolaide drinkers always liberals also scum earth prove daily lies	1
ass kinda weird char wore shirt wrestle lesbian im jokingbut really	0
live big dick part cause gay	0
albert conservatives spreading lie anderson cooper faked hurricane	0
trump call find people lets talk groups like antifa black life matter people form fight hate groups yall would like apply type moral equivalency hate groups like ice form stop illegal immigrants luv	1
iwillnotsubmit accuser leftist liberals demonrats plantations mind control agenda globalist puppet metoo movement hollyweird snowflakes pedowood scum	0
robyn gon na make vegan scones ran fucking time blame biochem lab	2
low iq piece human trash going go away nobody cares wack job say constantly faces thinks mr trump acted despicably call going live television telling people attack conservatives	0
people worst kind criminal playing emotions base fueling hatred country insane rhetoric playing constant mind games cause anger helping cause liberals catching	2
keep putting violent liberal antifa kkk hoods beating strangers know nothing streets voters see voters love violence amp lunatic liberals minds take streets violent liberals	1
lol every gf ein track whole ass album pahh	0
make best country though nothing special throw make butt hurt	1
bibi looks like stalin stalin younger maybe starting act like tad china never friend	2
one ugly dumb woman	0
ya bad democrats bring back nazi tactics nazi brown shirts form antifa	1
guess forgot walk liberal plank	0
trumps pense merch made china usa maga trumpsarmy	0
spewing sht bernies robot lie say amp anything going district dan thing socialism work way suck	0
obamas lips moving lying	0
shit like real research gets done us	1
criminal world democrats amp liberals exactly works	0
longer sit sidelines remain silent issue chip bergh chief executive peopleoverprofits looks like	0
impeach trump maga	0
scare americans ur fake democratic platform mainly ur corrupt gop ethics problem gop ok supporting pedofiles treason amp voter suppression dems actually want improved health care sensible gun control amp help little guy	1
shitting like	0
political hit job slap face women really abused liberals know hit leader told lie whatever regain power pathetic	2
f democrats slimy bastards	2
omg another bigot showing basically gutless sounds much like donald	0
oh nancy agree wholeheartedly think ever hated anyone life like feel man fact supposed leader makes stomach turn smh lost respect gop completely sit back allow travesty	0
oh boo sound ignorant words top america top stop resisting try help make nation best everyone liberals wake walk away	1
nobody wants take guns want gun control guns allow	2
blaming trump hurricane showing ignorance hateif give salary recovery maybe help	0
lol burn remember take first one guy burn outside take house one guy wait find levis pushing gun control nazis marching tidy whities oy	1
go away irrelevant	0
wondering shit east coast causing god send florence punish good guess would neofaux christian followers trump	1
dear andrew saw endorsement cory booker made secondly view far left since cory hate president secondly moron running rick scott hope get beat bad	0
feel like face never change right middle mom dad	0
liberals sick false accuser incarcerated baldfaced lies	0
fuck alan im sorry	0
omg even interested age damn fine af	0
anarchists left wing extremists stand antifa	0
bunch overpaid liberals whining horrible everything get together nfl players try getting real job zero interest giving friends pointless awards	0
bet fitted waists women meant look hourglass even give shit	1
doesnt go far enough jr going jailtreason	0
seriously believe evil	0
pathetic nothing dad wall mexico swallwell thinking ok liberals threaten repubs away around	0
bitch know body ready	0
desperately trying deflect jordan amp nunes wanting trump doesnt care endangers fck trump	0
course corrupt democrate party stake maga	2
youll spend final days hell sinking	0
idiots grandstands like	0
fuck em complete morons	0
restaurant diners fatally shot corpus christi ruger blackhawk revolver nra calls gun control research unethical	2
yo wont let post link fam offend little salty spittoon literally allow porn dont allow federal shit censorship confirmkavanaugh confirmkavenaugh maga	2
liberals lies	1
world country bullshit like bullshit problems like fuck gun industry fuck dipshits enabling preventing sensible gun control	1
hell yeah fuckig	0
ca always blue seem much except helping like neighbors champagne socialist	0
fawning decide reasonable fully possible reasonable still wrong guessing never watched daves show going heard people fawning	0
right wingers white supremacy neo naziism right	1
democrats done anything cover think solution ya notyou want gun control abortion control free medical free ed quit tripping	1
wednesdaywisdom obama appointed liberal judges tired looking stupid smacks california law gun control	0
big deal hatch embarrassed oh yeah senile find bathroom	0
damn mind feinstinkle band leaked took lie detector test hired lawyer last month accusing judge crime years old proof ruining mans life accusation proof stfu	0
